question,answer,type
What is the price for a tour in a foreign land?,The price for a tour in Kazakh language is 200 tenge.,0
What is the price for a tour in a language other than English?,The price for a tour in Kazakh language is 200 tenge.,0
What is the cost for a tour in the country?,The price for a tour in Kazakh language is 200 tenge.,0
What is the price for a tour in a foreign country?,The price for a tour in Kazakh language is 200 tenge.,0
What is the cost for a tour in a language other than English?,The price for a tour in Kazakh language is 200 tenge.,0
What is the price for a tour in a different language?,The price for a tour in Kazakh language is 200 tenge.,0
The price for a tour in a language other than English?,The price for a tour in Kazakh language is 200 tenge.,0
How much is it for a tour in Russian?,The price for a tour in Russian language is 200 tenge.,0
What is the price for a tour in Russia?,The price for a tour in Russian language is 200 tenge.,0
What is the cost for a tour in Russia?,The price for a tour in Russian language is 200 tenge.,0
How much is a tour in Russian?,The price for a tour in Russian language is 200 tenge.,0
What is the cost for a tour in Russian?,The price for a tour in Russian language is 200 tenge.,0
What is the cost of a tour in Russian?,The price for a tour in Russian language is 200 tenge.,0
The price for a tour in Russian is unknown.,The price for a tour in Russian language is 200 tenge.,0
There is a price for a tour in Russian.,The price for a tour in Russian language is 200 tenge.,0
The price for a tour in Russian is not known.,The price for a tour in Russian language is 200 tenge.,0
What is the price for a tour in Russian?,The price for a tour in Russian language is 200 tenge.,0
What is the cost for a tour in English?,The price for a tour in English language is 500 tenge.,0
How much is it for a tour in English?,The price for a tour in English language is 500 tenge.,0
What is the cost of a tour in English?,The price for a tour in English language is 500 tenge.,0
How much is a tour in English?,The price for a tour in English language is 500 tenge.,0
The price for a tour in English is unknown.,The price for a tour in English language is 500 tenge.,0
The price for a tour in English is not known.,The price for a tour in English language is 500 tenge.,0
There is a price for a tour in English.,The price for a tour in English language is 500 tenge.,0
How much is the price for a tour in English?,The price for a tour in English language is 500 tenge.,0
What is the price of a tour in English?,The price for a tour in English language is 500 tenge.,0
What is the price for a tour in another language?,The price for a tour in English language is 500 tenge.,0
What is the price for a camera?,The price for photography is 300 tenge.,0
What is the cost for a camera?,The price for photography is 300 tenge.,0
How much is the price for a camera?,The price for photography is 300 tenge.,0
What is the price of a camera?,The price for photography is 300 tenge.,0
There is a price for photography.,The price for photography is 300 tenge.,0
What is the cost of a camera?,The price for photography is 300 tenge.,0
How much is the price for photography?,The price for photography is 300 tenge.,0
The price for a camera.,The price for photography is 300 tenge.,0
How much is it for a photo?,The price for photography is 300 tenge.,0
How much is it for a camera?,The price for photography is 300 tenge.,0
Who can enter the complex for free?,Participants and invalids of the Second World War can enter the complex for free and out of turn upon presentation of supporting documents.,0
"For free and out of turn, who can enter the complex?",Participants and invalids of the Second World War can enter the complex for free and out of turn upon presentation of supporting documents.,0
Who is allowed to enter the complex for free and out of turn?,Participants and invalids of the Second World War can enter the complex for free and out of turn upon presentation of supporting documents.,0
Who can enter the complex without paying?,Participants and invalids of the Second World War can enter the complex for free and out of turn upon presentation of supporting documents.,0
Who can enter the complex free of charge?,Participants and invalids of the Second World War can enter the complex for free and out of turn upon presentation of supporting documents.,0
Who can get into the complex for free?,Participants and invalids of the Second World War can enter the complex for free and out of turn upon presentation of supporting documents.,0
Who is allowed to enter the complex for free?,Participants and invalids of the Second World War can enter the complex for free and out of turn upon presentation of supporting documents.,0
Who can enter the complex for nothing?,Participants and invalids of the Second World War can enter the complex for free and out of turn upon presentation of supporting documents.,0
Who can enter for free?,Participants and invalids of the Second World War can enter the complex for free and out of turn upon presentation of supporting documents.,0
Who can enter the complex for no cost?,Participants and invalids of the Second World War can enter the complex for free and out of turn upon presentation of supporting documents.,0
Who can enter the complex for free?,"Disabled people of group I, II, and children with disabilities under 18 years of age can enter the complex for free upon presentation of supporting documents.",0
Who else can enter for free?,"Disabled people of group I, II, and children with disabilities under 18 years of age can enter the complex for free upon presentation of supporting documents.",0
Who else can enter the complex for free?,"Disabled people of group I, II, and children with disabilities under 18 years of age can enter the complex for free upon presentation of supporting documents.",0
Who can enter for free?,"Disabled people of group I, II, and children with disabilities under 18 years of age can enter the complex for free upon presentation of supporting documents.",0
The complex can be entered for free.,"Disabled people of group I, II, and children with disabilities under 18 years of age can enter the complex for free upon presentation of supporting documents.",0
Who can enter the complex for nothing?,"Disabled people of group I, II, and children with disabilities under 18 years of age can enter the complex for free upon presentation of supporting documents.",0
Someone else can enter the complex for free.,"Disabled people of group I, II, and children with disabilities under 18 years of age can enter the complex for free upon presentation of supporting documents.",0
The complex is free for anyone to enter.,"Disabled people of group I, II, and children with disabilities under 18 years of age can enter the complex for free upon presentation of supporting documents.",0
The complex can be entered for free by anyone.,"Disabled people of group I, II, and children with disabilities under 18 years of age can enter the complex for free upon presentation of supporting documents.",0
Who else can enter the complex for nothing?,"Disabled people of group I, II, and children with disabilities under 18 years of age can enter the complex for free upon presentation of supporting documents.",0
There is a discount for the disabled people of group III.,Disabled people of group III get a 50% discount from the entrance ticket price upon presentation of supporting documents.,0
The disabled people of group III are given a discount.,Disabled people of group III get a 50% discount from the entrance ticket price upon presentation of supporting documents.,0
What discount do people with disabilities get?,Disabled people of group III get a 50% discount from the entrance ticket price upon presentation of supporting documents.,0
The disabled people of group III get a discount.,Disabled people of group III get a 50% discount from the entrance ticket price upon presentation of supporting documents.,0
What discount is given to the disabled people of group III?,Disabled people of group III get a 50% discount from the entrance ticket price upon presentation of supporting documents.,0
The people of group III have a discount.,Disabled people of group III get a 50% discount from the entrance ticket price upon presentation of supporting documents.,0
What discount do the people in group III get?,Disabled people of group III get a 50% discount from the entrance ticket price upon presentation of supporting documents.,0
What discount do disabled people get?,Disabled people of group III get a 50% discount from the entrance ticket price upon presentation of supporting documents.,0
The disabled people of group III have a discount.,Disabled people of group III get a 50% discount from the entrance ticket price upon presentation of supporting documents.,0
The disabled people of group III are not given a discount.,Disabled people of group III get a 50% discount from the entrance ticket price upon presentation of supporting documents.,0
Who can enter the complex for free?,Orphans and children left without parental care who have not reached the age of 18 can enter the complex for free upon presentation of supporting documents.,0
Who else can enter for free?,Orphans and children left without parental care who have not reached the age of 18 can enter the complex for free upon presentation of supporting documents.,0
Who else can enter the complex for free?,Orphans and children left without parental care who have not reached the age of 18 can enter the complex for free upon presentation of supporting documents.,0
Who can enter for free?,Orphans and children left without parental care who have not reached the age of 18 can enter the complex for free upon presentation of supporting documents.,0
The complex can be entered for free.,Orphans and children left without parental care who have not reached the age of 18 can enter the complex for free upon presentation of supporting documents.,0
Who can enter the complex for nothing?,Orphans and children left without parental care who have not reached the age of 18 can enter the complex for free upon presentation of supporting documents.,0
Someone else can enter the complex for free.,Orphans and children left without parental care who have not reached the age of 18 can enter the complex for free upon presentation of supporting documents.,0
The complex is free for anyone to enter.,Orphans and children left without parental care who have not reached the age of 18 can enter the complex for free upon presentation of supporting documents.,0
The complex can be entered for free by anyone.,Orphans and children left without parental care who have not reached the age of 18 can enter the complex for free upon presentation of supporting documents.,0
Who else can enter the complex for nothing?,Orphans and children left without parental care who have not reached the age of 18 can enter the complex for free upon presentation of supporting documents.,0
There is an age limit for free entrance.,Children under 5 (five) years old can enter the complex for free upon presentation of supporting documents.,0
The age limit for free entrance is unknown.,Children under 5 (five) years old can enter the complex for free upon presentation of supporting documents.,0
Is there an age limit for free entrance?,Children under 5 (five) years old can enter the complex for free upon presentation of supporting documents.,0
The age limit for free entrance is not known.,Children under 5 (five) years old can enter the complex for free upon presentation of supporting documents.,0
How old is the age limit for free entrance?,Children under 5 (five) years old can enter the complex for free upon presentation of supporting documents.,0
What's the age limit for free entrance?,Children under 5 (five) years old can enter the complex for free upon presentation of supporting documents.,0
What is the age limit for entrance?,Children under 5 (five) years old can enter the complex for free upon presentation of supporting documents.,0
What is the age limit for free entrance?,Children under 5 (five) years old can enter the complex for free upon presentation of supporting documents.,0
What is the age limit for free entry?,Children under 5 (five) years old can enter the complex for free upon presentation of supporting documents.,0
The age limit for free entrance?,Children under 5 (five) years old can enter the complex for free upon presentation of supporting documents.,0
What is the title of the attraction?,«Nur-Alem» Future Energy Museum (EXPO).,1
What is the name of the attraction?,«Nur-Alem» Future Energy Museum (EXPO).,1
The attraction has a title.,«Nur-Alem» Future Energy Museum (EXPO).,1
What is the attraction's title?,«Nur-Alem» Future Energy Museum (EXPO).,1
What's the title of the attraction?,«Nur-Alem» Future Energy Museum (EXPO).,1
What is the title of an attraction?,«Nur-Alem» Future Energy Museum (EXPO).,1
What is the attraction's name?,«Nur-Alem» Future Energy Museum (EXPO).,1
The attraction's title is not known.,«Nur-Alem» Future Energy Museum (EXPO).,1
What is it called?,«Nur-Alem» Future Energy Museum (EXPO).,1
The attraction title is not known.,«Nur-Alem» Future Energy Museum (EXPO).,1
Where is the attraction located?,"Астана, Орынбор , 55.",1
What is the location of the attraction?,"Астана, Орынбор , 55.",1
Where is it located?,"Астана, Орынбор , 55.",1
Where is the attraction?,"Астана, Орынбор , 55.",1
What location is the attraction located?,"Астана, Орынбор , 55.",1
The attraction is located somewhere.,"Астана, Орынбор , 55.",1
What is the location of the attraction.,"Астана, Орынбор , 55.",1
The attraction is located where?,"Астана, Орынбор , 55.",1
Where is the attraction located.,"Астана, Орынбор , 55.",1
The attraction is located where.,"Астана, Орынбор , 55.",1
The attraction has a phone number.,+7 (7172) 79-04-39.,1
What is the phone number of the attraction?,+7 (7172) 79-04-39.,1
What is the phone number for the attraction?,+7 (7172) 79-04-39.,1
The attraction's phone number is unknown.,+7 (7172) 79-04-39.,1
What is the location of the attraction?,+7 (7172) 79-04-39.,1
The phone number is listed on the attraction's website.,+7 (7172) 79-04-39.,1
The phone number of the attraction is unknown.,+7 (7172) 79-04-39.,1
The attraction's phone number is listed on its website.,+7 (7172) 79-04-39.,1
The phone number of the attraction.,+7 (7172) 79-04-39.,1
What is the number of the attraction?,+7 (7172) 79-04-39.,1
What is the link to the attraction's website?,https://astana.citypass.kz/en/2017/11/24/obektyi-naslediya-ekspo/,1
The attraction's website has a link to it.,https://astana.citypass.kz/en/2017/11/24/obektyi-naslediya-ekspo/,1
The attraction's website has a link.,https://astana.citypass.kz/en/2017/11/24/obektyi-naslediya-ekspo/,1
There is a link to the attraction's website.,https://astana.citypass.kz/en/2017/11/24/obektyi-naslediya-ekspo/,1
What's the link to the attraction's website?,https://astana.citypass.kz/en/2017/11/24/obektyi-naslediya-ekspo/,1
The attraction's webpage has a link to it.,https://astana.citypass.kz/en/2017/11/24/obektyi-naslediya-ekspo/,1
Is there a link to the attraction's website?,https://astana.citypass.kz/en/2017/11/24/obektyi-naslediya-ekspo/,1
The attraction's webpage has a link.,https://astana.citypass.kz/en/2017/11/24/obektyi-naslediya-ekspo/,1
What is the link to the attraction's page?,https://astana.citypass.kz/en/2017/11/24/obektyi-naslediya-ekspo/,1
What is the link to the attraction?,https://astana.citypass.kz/en/2017/11/24/obektyi-naslediya-ekspo/,1
What is the main symbol?,"The main symbol of EXPO Nur-Sultan is Nur-Alem, a giant spherical building with a diameter of 80 meters.",1
What is the main symbol of the event?,"The main symbol of EXPO Nur-Sultan is Nur-Alem, a giant spherical building with a diameter of 80 meters.",1
What is the main symbol of the expo?,"The main symbol of EXPO Nur-Sultan is Nur-Alem, a giant spherical building with a diameter of 80 meters.",1
What is the main symbol of the exposition?,"The main symbol of EXPO Nur-Sultan is Nur-Alem, a giant spherical building with a diameter of 80 meters.",1
What is the main symbol of the convention?,"The main symbol of EXPO Nur-Sultan is Nur-Alem, a giant spherical building with a diameter of 80 meters.",1
What is the main symbol of the show?,"The main symbol of EXPO Nur-Sultan is Nur-Alem, a giant spherical building with a diameter of 80 meters.",1
What is the main symbol of the building?,"The main symbol of EXPO Nur-Sultan is Nur-Alem, a giant spherical building with a diameter of 80 meters.",1
What is the primary symbol of the exposition?,"The main symbol of EXPO Nur-Sultan is Nur-Alem, a giant spherical building with a diameter of 80 meters.",1
What is the main symbol for the event?,"The main symbol of EXPO Nur-Sultan is Nur-Alem, a giant spherical building with a diameter of 80 meters.",1
What's the main symbol of the expo?,"The main symbol of EXPO Nur-Sultan is Nur-Alem, a giant spherical building with a diameter of 80 meters.",1
What are on top of the building?,Two wind generators are located on top of the spherical building.,1
What is on top of the building?,Two wind generators are located on top of the spherical building.,1
What are located on top of the building?,Two wind generators are located on top of the spherical building.,1
What are on the top of the building?,Two wind generators are located on top of the spherical building.,1
What are the places on top of the building?,Two wind generators are located on top of the spherical building.,1
What is located on top of the building?,Two wind generators are located on top of the spherical building.,1
What are located on the top of the building?,Two wind generators are located on top of the spherical building.,1
What are on top of the spherical building?,Two wind generators are located on top of the spherical building.,1
What are the locations of the building?,Two wind generators are located on top of the spherical building.,1
There is a building on top of a hill.,Two wind generators are located on top of the spherical building.,1
How many levels does the structure have?,The structure consists of eight levels.,1
How many levels is the structure?,The structure consists of eight levels.,1
How many levels are in the structure?,The structure consists of eight levels.,1
How many levels is the structure composed of?,The structure consists of eight levels.,1
How many levels do the structure have?,The structure consists of eight levels.,1
The structure has many levels.,The structure consists of eight levels.,1
What levels does the structure have?,The structure consists of eight levels.,1
How many levels is it?,The structure consists of eight levels.,1
How many levels of the structure are there?,The structure consists of eight levels.,1
How many levels is there?,The structure consists of eight levels.,1
What does the structure tell you?,"Each level tells about one of the alternative energy sources, such as 'space Energy', 'Solar Energy', 'wind Energy', 'biomass Energy', 'Kinetic energy', and 'water Energy'.",1
What does each level tell you about the structure?,"Each level tells about one of the alternative energy sources, such as 'space Energy', 'Solar Energy', 'wind Energy', 'biomass Energy', 'Kinetic energy', and 'water Energy'.",1
What do the levels tell you about the structure?,"Each level tells about one of the alternative energy sources, such as 'space Energy', 'Solar Energy', 'wind Energy', 'biomass Energy', 'Kinetic energy', and 'water Energy'.",1
What do each levels tell you about the structure?,"Each level tells about one of the alternative energy sources, such as 'space Energy', 'Solar Energy', 'wind Energy', 'biomass Energy', 'Kinetic energy', and 'water Energy'.",1
What does each level tell you?,"Each level tells about one of the alternative energy sources, such as 'space Energy', 'Solar Energy', 'wind Energy', 'biomass Energy', 'Kinetic energy', and 'water Energy'.",1
What do the levels of the structure tell you?,"Each level tells about one of the alternative energy sources, such as 'space Energy', 'Solar Energy', 'wind Energy', 'biomass Energy', 'Kinetic energy', and 'water Energy'.",1
What do each levels of the structure tell you?,"Each level tells about one of the alternative energy sources, such as 'space Energy', 'Solar Energy', 'wind Energy', 'biomass Energy', 'Kinetic energy', and 'water Energy'.",1
What does each level of the structure tell you?,"Each level tells about one of the alternative energy sources, such as 'space Energy', 'Solar Energy', 'wind Energy', 'biomass Energy', 'Kinetic energy', and 'water Energy'.",1
What do the levels of the structure tell us?,"Each level tells about one of the alternative energy sources, such as 'space Energy', 'Solar Energy', 'wind Energy', 'biomass Energy', 'Kinetic energy', and 'water Energy'.",1
What are the levels of the structure?,"Each level tells about one of the alternative energy sources, such as 'space Energy', 'Solar Energy', 'wind Energy', 'biomass Energy', 'Kinetic energy', and 'water Energy'.",1
What is on the eighth level?,The Museum 'Future Nur-Sultan' is located on the eighth level.,1
What is the location of the eighth level?,The Museum 'Future Nur-Sultan' is located on the eighth level.,1
What is located on the eighth floor?,The Museum 'Future Nur-Sultan' is located on the eighth level.,1
What is located on the eighth level?,The Museum 'Future Nur-Sultan' is located on the eighth level.,1
There is a location on the eighth level.,The Museum 'Future Nur-Sultan' is located on the eighth level.,1
What are the locations on the eighth level?,The Museum 'Future Nur-Sultan' is located on the eighth level.,1
Where is the eighth level located?,The Museum 'Future Nur-Sultan' is located on the eighth level.,1
What is on the eighth floor?,The Museum 'Future Nur-Sultan' is located on the eighth level.,1
"On the eighth level, what is there?",The Museum 'Future Nur-Sultan' is located on the eighth level.,1
